Division,Placement,Skipper,Team,Total Score
A,1,Connor Astwood '16,Boston University,50
A,2,Bryce Kopp '16,Connecticut College,58
A,3,Allyson Donahue '17,Boston College,63
A,4,Amina Brown '17,University of Vermont,79
A,5,Alp Rodopman '17,Tufts University,79
A,6,John Silvestri '16,Salve Regina University,80
A,7,Jack Fullerton '19,Bowdoin College,83
A,8,Sam Alexander '18,Brown University,89
A,9,A. Tucker Atterbury '16,Roger Williams University,95
A,10,Austin Lettengarver '19,U. S. Coast Guard Academy,96
A,11,Peter Girard '18,University of Rhode Island,98
A,12,Scott Goodrich '16,Northeastern University,100
A,13,Frank Reeg '19,Massachusetts Maritime Academy,110
A,14,Ben Brown '18,Middlebury College,142
A,15,Emmet Todd '17,University of New Hampshire,152
A,16,Anna Bloomstine '19,Providence College,168
A,17,Jennifer Lee '17,University of Connecticut,183
A,18,Hannah Ker '18,McGill University,185
A,19,Nathaniel Barton '18,Wesleyan University,196
A,20,Justin Tedeschi '18,Sacred Heart University,204
