Division,Placement,Skipper,Team,Total Score
A,1,Elliot Lee '18,Grand Valley State University,14
A,2,Jeff Zita '16,Hope College,19
A,3,Jacob Henley '17,Michigan Technological University,29
A,4,Libby Reeg '17,Hope College,31
A,5,Abigail Barnes '15,Grand Valley State University,40
A,6,Ryan Mabie '16,Western Michigan University,42
A,7,Riley Sorber '19,Northern Michigan University,44
A,8,Alex Weber '17,Great Lakes Maritime Academy,47
A,9,Brian Ritter '17,Indiana University,63
A,10,Caroline Ritter '18,Hope College,64
A,11,Bill White '16,Northwestern University,74
