Division,Placement,Skipper,Team,Total Score
B,1,Courtney Bergh '16,Brown University,9
B,2,Meredith Morran '19,Brown University,14
B,3,Alexandra Maurillo '18,Connecticut College,15
B,4,Rebecca Edmonds '19,U. S. Coast Guard Academy,16
B,5,Haley Kachmar '18,Connecticut College,23
B,6,Lily Doolin '18,Johnson and Wales University,35
B,7,Stephanie Burrell '16,Providence College,37
B,8,Kristen LaHaise '17,Sacred Heart University,39
B,9,Lauren Ten Hoopen '19,Fairfield University,41
B,10,Olivia McLaughlin '18 *,University of Connecticut,46
B,11,No show,Mitchell College,60
