Division,Placement,Skipper,Team,Total Score
A,1,John Hanna '19,Texas A&M University at Galveston,15
A,2,Bradley Shaw '16,Texas A&M University,21
A,3,Benjamin Lipari '18,Texas A&M University,28
A,4,Austen Parish '17,Texas A&M University at Galveston,37
A,5,Benjamin Moreno '16,Texas A&M University at Corpus Christi,43
A,6,Alexander Thompson '18,Texas A&M University at Galveston,45
A,7,Harris Cram '19,Tulane University,48
A,8,Walter Pospick '17,Texas A&M University,51
