Division,Placement,Skipper,Team,Total Score
B,1,Sterling Henken '18,University of California at Santa Barbara,6
B,2,Nicolai Sponholtz '19,University of California at Berkeley,9
B,3,Soren Wilde '19,University of Hawaii,13
B,4,Martina Sly '19,Stanford University,17
B,5,John Coakley '16,University of Southern California,20
B,6,Ginger Luckey '16,University of California at Santa Barbara,22
B,7,Matthew Long '20,Santa Barbara City College,28
B,8,David Cornella '17,Cal Poly University S.L.O.,37
B,9,Leah Ford '19,University of California at Los Angeles,40
B,10,none,University of California at Santa Cruz,42
B,11,Alex Newton '16,California State University Long Beach,44
B,12,Kalvyn Ngo '17,Westmont College,46
B,13,Benjamin Kaas '17,Western Washington University,49
B,14,Ted Alley '16,University of Victoria,53
B,15,Brett Farrell '17,University of California at San Diego,57
B,16,Philip Tagatac '17,University of California at Irvine,63
B,17,Alana McSween '17,University of California at Davis,66
B,18,Joshua Steward '17,California State University Channel Islands,81
B,19,Conor McGee '17,Arizona State University,84
B,20,Robbie Culkin '19,Santa Clara University,84
