Division,Placement,Skipper,Team,Total Score
A,1,Nevin Snow '16,Georgetown University,62
A,2,Jack Marshall '18,Georgetown University,95
A,3,Connor Swikart '18,Hobart and William Smith Colleges,114
A,4,Clay Broussard '18,Georgetown University,124
A,5,Ethan Lounsbury '17,Old Dominion University,126
A,6,Joseph David '16,Old Dominion University,131
A,7,Austin Powers '17,Christopher Newport University,134
A,8,Colin Kennedy '17,George Washington University,154
A,9,Alec Chicoine '18,Old Dominion University,176
A,10,Manuel Inserni Pagan '17,U. S. Naval Academy,185
A,11,Peter Hogan '18,U. S. Naval Academy,190
A,12,Eric Roos '19,William and Mary,196
A,13,Tyler Fleig '19,U. S. Naval Academy,203
A,14,Devin Keister '18,U. S. Merchant Marine Academy,212
A,15,Spencer Nora '17,U. S. Naval Academy,217
A,16,Chris Wilson '16,Hobart and William Smith Colleges,226
A,17,Noah Barrengos Barrengos '18,Hobart and William Smith Colleges,233
A,18,Anders Hudson '17,Christopher Newport University,306
A,19,Henri Champigneulle '19,Webb Institute,339
