Division,Placement,Skipper,Team,Total Score
A,1,Brendan Feeney '18,University of South Florida,14
A,2,Samuel Armington '18,University of Florida,20
A,3,Peter Hidley '17,Jacksonville University,23
A,4,Samuel Normington '18,Eckerd College,27
A,5,Sophia Schultz '17,New College of Florida,28
A,6,Giancarlo Falconi '16,University of Miami,33
A,7,Curtis Woodworth '17,Florida State University,35
A,8,Shaynah True '19,Jacksonville University,39
A,9,Kayla Evens '17,New College of Florida,55
A,10,Michael Savage '17,Embry-Riddle University,56
