Division,Placement,Skipper,Team,Total Score
B,1,Dana Rohde '18,U. S. Coast Guard Academy,81
B,2,Katharina (KB) Knapp '18,Yale University,104
B,3,Sarah Hermus '18,University of Rhode Island,115
B,4,MaryClaire Kiernan '17,Tufts University,121
B,5,Emily Petno '16,Dartmouth College,123
B,6,Amina Brown '17,University of Vermont,126
B,7,Greer Wattson '17,St. Mary's College of Maryland,132
B,8,Nikki Medley '17,College of Charleston,135
B,9,Martina Sly '19,Stanford University,136
B,10,Sophie Hibben '19,Brown University,139
B,11,Caroline Downey '19,Boston College,157
B,12,Sarah De Silva '19,Northeastern University,161
B,13,Rose Edwards '18,Georgetown University,176
B,14,Mary Paz '17,Bowdoin College,191
B,15,Alexandra Maurillo '18,Connecticut College,198
B,16,Taylor Gavula '19,Harvard University,199
B,17,Amanda Stapp '18,Fordham University,206
B,18,Gillian Boehringer '18,Cornell University,237
