Division,Placement,Skipper,Team,Total Score
B,1,Brendan Aulthouse '17,Queen's University,18
B,2,Laura Mandola '17 *,ICSA-BUSA Participants,32
B,3,Victoria Restivo '17,Queen's University,34
B,4,Alek Robaczewski '17 *,Royal Military College,39
B,5,Thomas Barton '17,University of Rochester,40
B,6,Gavin Adams '19 *,University of Ottawa,42
B,7,Alexandra McLaughlin '19 *,ICSA-BUSA Participants,45
B,8,Leslie Beedell '16,McGill University,47
B,9,Lauren Heath '18 *,ICSA-BUSA Participants,59
B,10,Albert Biddle '17,U. S. Military Academy,60
B,11,Clément Drovin Laberge '16 *,ICSA-BUSA Participants,71
B,12,James Pogorzelski '17,Penn State University,78
B,13,Robert Ichiyama '18,Rochester Institute of Technology,82
