Division,Placement,Skipper,Team,Total Score
B,1,Nicholas Floyd '19,University of Pennsylvania,30
B,2,Max Neubelt '17,U. S. Merchant Marine Academy,31
B,3,Peter Hogan '18,U. S. Naval Academy,39
B,4,Patrick Tara '17,St. Mary's College of Maryland,46
B,5,Bailey Cornog '19,Villanova University,69
B,6,Casey Brown '16,Webb Institute,76
B,7,Matthew Roleke '19,Stevens Institute of Technology,79
B,8,Nicholas Manfredi '19,SUNY Stony Brook,107
B,9,Mason Sheen '17,Washington College,114
B,10,Martha Diezemann '18,University of Delaware,125
B,11,Barrett Adams '17,Drexel University,139
B,12,John Kirk '17,Ocean County College,139
B,13,Sydney Seitz '17,Monmouth University,142
B,14,Sarah Culp '17,Penn State University,153
B,15,Bennett Brainard '17,Princeton University,178
B,16,Mary Morgan '15,Rutgers University,182
