Division,Placement,Skipper,Team,Total Score
B,1,Amina Brown '17,University of Vermont,20
B,2,Sarah Fuller '16,University of Connecticut,31
B,3,John Wehner '18,Northeastern University,42
B,4,Frank Reeg '19,Massachusetts Maritime Academy,43
B,5,Alexander Tong '17,Tufts University,43
B,6,Charlotte List '18,Connecticut College,49
B,7,Samuel Campbell '17,Boston University,49
B,8,Courtney Koos '16,Bowdoin College,52
B,9,Peter Girard '18,University of Rhode Island,53
B,10,Ryan Gershuny '18,University of New Hampshire,57
B,11,Drake Lyon '18,Boston College,65
B,12,Thomas Gallagher '16,Dartmouth College,75
B,13,Caden Buckley '19,Salve Regina University,77
B,14,Amy Macdonald '18,Bates College,85
B,15,Kyle Thomas '18,Maine Maritime Academy,99
