Division,Placement,Skipper,Team,Total Score
B,1,Parker Trepton '18,Hobart and William Smith Colleges,9
B,2,Roberto Stevens '19,Fordham University,24
B,3,Jonathan Lutz '17,St. Mary's College of Maryland,25
B,4,Luca Taglialegne '19,Hampton University,33
B,5,Lee Dumaliang '17,Old Dominion University,33
B,6,Duncan Williford '18,Dartmouth College,41
B,7,Jimmy Madigan '18,U. S. Naval Academy,42
B,8,Peter Steo '19,Jacksonville University,44
B,9,Korbin Kierstead '19,University of Wisconsin,50
B,10,Juan Lejarraga '19,SUNY Maritime College,59
B,11,Sarah Warren '18,Hobart and William Smith Colleges,60
B,12,Nicholas Pardini '16,Syracuse University,63
B,13,Tyler Rochon '18,University of Rochester,64
B,14,Brendan Brown-McCue '16,SUNY Stony Brook,83
B,15,Peter Smith '16,University of Buffalo,90
B,16,No show,Hamilton College,108
B,17,No show,University of Toronto,108
