Division,Placement,Skipper,Team,Total Score
B,1,Florian Eenkema Van Dijk '19,Tufts University,3
B,2,Matthew Moss-Hawkins '17,Bates College,7
B,3,Julia Fuller '19,University of Connecticut,8
B,4,none,University of New England,14
B,5,Edward Moreland '16 *,Bates College,15
B,6,none,Worcester Polytechnic Institute,17
