Division,Placement,Skipper,Team,Total Score
A,1,Cameron Holley '19,Tufts University,45
A,2,Peter Sterflinger '17,Johnson and Wales University,47
A,3,Kendal Richardson '17,Roger Williams University,49
A,4,Conner Harding '19,Roger Williams University,50
A,5,Austin Lettengarver '19,U. S. Coast Guard Academy,52
A,6,Brendan Read '19,University of Rhode Island,56
A,7,Jan Kite-Powell '19,University of Vermont,67
A,8,Sarah De Silva '19,Northeastern University,76
A,9,Molly Pleskus '18,Tufts University,78
A,10,Reid Secondo '16,Brown University,83
A,11,Anna Bloomstine '19,Providence College,112
A,12,Haley Kachmar '18,Connecticut College,129
A,13,Emily Casella '17,Massachusetts Maritime Academy,130
A,14,Markus Suorsa '17,McGill University,133
A,15,Kelsey Delosh '17,University of Massachusetts at Dartmouth,141
A,16,Andrew Dill '17,Sacred Heart University,145
A,17,Ryan Carlucci '18,Fairfield University,149
A,18,Martin Hooker '18,University of Connecticut,168
