Division,Placement,Skipper,Team,Total Score
A,1,Matthew Sherar '17,Queen's University,11
A,2,Zachary Baum '17,Queen's University,26
A,3,Adam MacDonald '16 *,ICSA-BUSA Participants,36
A,4,No show,U. S. Military Academy,42
A,5,Lucas Poon '17 *,University of Ottawa,49
A,6,Arthur Olivenstein '16,McGill University,49
A,7,John Alexander Sapp '18 *,ICSA-BUSA Participants,57
A,8,Samuel Lowery '19 *,Royal Military College,57
A,9,Laurence Chapdelaine '18 *,ICSA-BUSA Participants,57
A,10,Charle-Étienne Langevin '16 *,ICSA-BUSA Participants,65
A,11,Sarah Culp '17,Penn State University,71
A,12,Alexander Beahan '17,Rochester Institute of Technology,76
A,13,Peter Fiala '16,University of Rochester,83
