Division,Placement,Skipper,Team,Total Score
A,1,Jack McGuire '17,Bowdoin College,33
A,2,Charles Lalumiere '17,Dartmouth College,38
A,3,David Larson '16,Massachusetts Institute of Technology,42
A,4,Harry Koeppel '17,Boston College,45
A,5,Ravi Parent '18,Boston University,47
A,6,Scott Goodrich '16,Northeastern University,49
A,7,Malcolm Lamphere '18,Yale University,52
A,8,Nick DiGiovanni '19,Harvard University,57
A,9,Avery Fanning '16,U. S. Coast Guard Academy,62
A,10,Scott Barbano '17,Tufts University,63
A,11,Bryce Kopp '16,Connecticut College,64
A,12,Patrick Shanahan '19,Brown University,65
A,13,Frank Reeg '19,Massachusetts Maritime Academy,69
A,14,Martim Anderson '18,Roger Williams University,85
A,15,Patrick Isherwood '17,University of Rhode Island,91
A,16,Shannon Killian '16,Salve Regina University,104
A,17,Mike Kanare '16,University of Vermont,111
A,18,Ryan Gershuny '18,University of New Hampshire,121
