Division,Placement,Skipper,Team,Total Score
B,1,Clark Uhl '19,Cornell University,10
B,2,Luke Andersen '18,Cornell University,25
B,3,Derek Poon Tip '19,George Washington University,31
B,4,Sam White '18,George Washington University,34
B,5,Cody Stansky '16,Webb Institute,37
B,6,Charles Miller '19,Hobart and William Smith Colleges,39
B,7,Gillian Boehringer '18,Cornell University,40
B,8,Brad Seferian '19,Fordham University,44
B,9,Joseph Egan '18,University of Pennsylvania,51
B,10,Lindsey Kloc '19,Hobart and William Smith Colleges,52
B,11,Matthew Sherar '17,Queen's University,59
B,12,Nicholas Manfredi '19,SUNY Stony Brook,60
B,13,Cooper Voigt '18,Drexel University,69
B,14,Michael Beckinghausen '18,University of Buffalo,91
B,15,Martha Diezemann '18,University of Delaware,97
B,16,George Armstrong '18,Colgate University,101
B,17,Henry Sanders '18,Syracuse University,114
B,18,Julian Castoro '18,Penn State University,114
