Division,Placement,Skipper,Team,Total Score
B,1,Rhone Findlay '19,College of Charleston,7
B,2,Chandler Hill '19,University of Tennessee,15
B,3,Alex Jones '19,University of North Carolina at Wilmington,18
B,4,John Sipp '18,Duke University,19
B,5,Jack Sparkman '19,Georgia Institute of Technology,22
B,6,Ryan Welch '16,Davidson College,38
B,7,Cameron Rylance '19,Clemson University,39
B,8,Alex Myers '19,University of South Carolina,41
B,9,Jack Cummings '18,North Carolina State University,43
B,10,Shawn Majzlik '17,Auburn University,45
B,11,Shane Selig '15,Vanderbilt University,46
B,12,Jennifer Post '16,University of Georgia,57
