Division,Placement,Skipper,Team,Total Score
B,1,Campbell D'Eliscu '19,Georgetown University,91
B,2,Bradley Adam '17,St. Mary's College of Maryland,94
B,3,Augie Dale '18,Old Dominion University,104
B,4,Jack Cusick '17,College of Charleston,107
B,5,Maxwell Simmons '17,Boston College,114
B,6,Max Neubelt '17,U. S. Merchant Marine Academy,135
B,7,Timothy Siemers '16,Eckerd College,163
B,8,Nicholas Floyd '19,University of Pennsylvania,165
B,9,Ty Ingram '18,Massachusetts Institute of Technology,165
B,10,Robert Floyd '17,Dartmouth College,176
B,11,Michael Madigan '17,U. S. Naval Academy,178
B,12,Matthew Coughlin '16,University of Rhode Island,188
B,13,A. Tucker Atterbury '16,Roger Williams University,191
B,14,Maeve White '17,Stanford University,203
B,15,Rodman Brown '16,University of Virginia,231
B,16,Kyle Comerford '19,SUNY Maritime College,256
B,17,No show,BUSA,263
B,18,Matthew McDermaid '17,Washington College,269
