Division,Placement,Skipper,Team,Total Score
B,1,Eric Siegel '16,Washington College,42
B,2,Luca Taglialegne '19,Hampton University,58
B,3,Samuel Patterson '16,University of Virginia,61
B,4,Matt Greenfield '17,University of Maryland,62
B,5,Brendon Wilkins '18,Old Dominion University,69
B,6,Amanda Attardi '17,Christopher Newport University,70
B,7,Peter McMillan '19,Villanova University,88
B,8,Barrie Joanna '19,Syracuse University,91
B,9,Clifton Kartner '15,Queen's University,98
B,10,Julian Fraize '18,Stevens Institute of Technology,99
B,11,Dante Iozzo '16,University of Buffalo,117
B,12,Adam DeVita '18,Columbia University,117
B,13,Michael Danko '17,U. S. Military Academy,120
B,14,McKay Hanna '17,Virginia Tech,139
B,15,Brendan Brown-McCue '16,SUNY Stony Brook,141
B,16,Haley Clemson '19,Drexel University,143
B,17,Chris Anderson '16,William and Mary,161
B,18,Sarah Culp '17,Penn State University,180
