Division,Placement,Skipper,Team,Total Score
A,1,Tritons 1,Eckerd College,74
A,2,Fins,Jacksonville University,133
A,3,Bulls,University of South Florida,134
A,4,Tritons 3,Eckerd College,141
A,5,Gators,University of Florida,164
A,6,Tritons 2,Eckerd College,181
A,7,Bulls Women,University of South Florida,204
A,8,Bulls JV,University of South Florida,208
A,9,Hurricanes,University of Miami,216
A,10,Florida State,Florida State University,225
