Division,Placement,Skipper,Team,Total Score
B,1,Greiner Hobbs '18,Hobart and William Smith Colleges,20
B,2,Patrick Tara '17,St. Mary's College of Maryland,43
B,3,Dante Iozzo '16,University of Buffalo,64
B,4,John Lawless '19,SUNY Maritime College,66
B,5,Alex Woloshyn '17,Cornell University,69
B,6,Will Holz '17,Fordham University,71
B,7,Aleks Vagnesr '19,University of Toronto,72
B,8,Matthew Sherar '17,Queen's University,78
B,9,Michael Danko '17,U. S. Military Academy,89
B,10,Adam DeVita '18,Columbia University,96
B,11,Tyler Rochon '18,University of Rochester,108
B,12,Clark Spencer Ragsdale '19,U. S. Merchant Marine Academy,124
B,13,Henry Sanders '18,Syracuse University,132
B,14,Lindsay Burroughs '17,Colgate University,139
B,15,Ian Taylor '18,Rochester Institute of Technology,150
