Division,Placement,Skipper,Team,Total Score
A,1,Alex Schwinn '19,Texas A&M University at Galveston,21
A,2,Bradley Shaw '16,Texas A&M University,24
A,3,Connor Winn '15,Rice University,35
A,4,Erin Hawk '16,Texas A&M University,41
A,5,Ryan Murphy '15,Texas A&M University at Galveston,41
A,6,Ashlynd Epstein '16,University of Texas,57
A,7,George Walters '18,University of Texas,61
