Division,Placement,Skipper,Team,Total Score
B,1,Charles Willard '19,College of Charleston,28
B,2,Andy Reiter '19,Georgetown University,43
B,3,Charles Welsh '18,Boston University,44
B,4,Cooper Weitz '19,University of California at Santa Barbara,47
B,5,Janel DeCurtis '18,Roger Williams University,67
B,6,Alex Woloshyn '17,Cornell University,74
B,7,Austin Lettengarver '19,U. S. Coast Guard Academy,76
B,8,David Cornella '17,Cal Poly University S.L.O.,77
B,9,Matt Cappetta '19,Fordham University,79
B,10,Molly Pleskus '18,Tufts University,92
B,11,Keen Butcher '18,University of Pennsylvania,92
B,12,Joseph Paggi '16,Massachusetts Institute of Technology,94
B,13,John Coakley '16,University of Southern California,102
B,14,Jimmy Madigan '18,U. S. Naval Academy,105
B,15,Melissa Shadden '17,Santa Clara University,113
B,16,Cuylar Zimmerman '19,University of Hawaii,115
B,17,Rachel Day '17,University of Oregon,124
B,18,Andrew Wilkinson '18,Oregon State University,132
B,19,Ryan Powell '17,Santa Barbara City College,135
B,20,Leslie Poole '16,University of Wisconsin,138
B,21,Henry Keenan '18,University of California at Berkeley,153
B,22,Leah Ford '19,University of California at Los Angeles,162
B,23,Gabrielle Rigby '19,Western Washington University,171
B,24,James Melvin '19,University of California at Santa Cruz,194
B,25,Frank Ma '18,Long Beach City College,195
B,26,Philip Tagatac '17,University of California at Irvine,202
B,27,Morgan Frakes '17,Texas A&M University,203
B,28,Ari Zeen '17,California State University Long Beach,205
B,29,Hayley Chong '17,University of California at San Diego,214
