Division,Placement,Skipper,Team,Total Score
A,1,Matthew Hecht '16,University of Southern California,9
A,2,Sterling Henken '18,University of California at Santa Barbara,24
A,3,Peter Wong '18,University of Southern California,29
A,4,Nicolas Delfino '16,University of California at San Diego,48
A,5,Joseph Lausten '17,Cal Poly University S.L.O.,51
A,6,Brian MacLean '18,University of California at Irvine,66
A,7,Olivia Gibbons '17,California State University Monterey Bay,71
A,8,Samuel Rohrbach '17,University of California at San Diego,74
A,9,Kip Wanaselja '16,University of California at Santa Cruz,76
A,10,Kyle McManus '15,Arizona State University,102
A,11,none,University of California at Davis,116
A,12,John Beutter '17,University of California at Los Angeles,120
