Division,Placement,Skipper,Team,Total Score
B,1,Samuel Cabrera '18,McGill University,11
B,2,Sabina Van Mell '19,Tufts University,18
B,3,William Whelan '18,Wentworth Institute of Technology,20
B,4,James Woodwell '18,Brown University,22
B,5,Andrew Reed '18,Boston University,33
B,6,Noa Yoder '19,Massachusetts Institute of Technology,44
B,7,Rivkah Berkman '16,Mitchell College,46
B,8,Daniel Lee '18,University of New Hampshire,46
B,9,Vick Xu '19,Middlebury College,49
B,10,Eleanor Grams '18,Northeastern University,53
B,11,Grace Gagnon '18,Brown University,56
B,12,none,Bentley University,74
