Division,Placement,Skipper,Team,Total Score
A,1,Sean Golden '16,Georgetown University,78
A,2,Esteban Forrer '16,Old Dominion University,89
A,3,Rachel Bryer '17,University of Rhode Island,117
A,4,Charles Lalumiere '17,Dartmouth College,120
A,5,Christophe Killian '18,College of Charleston,128
A,6,Kendal Richardson '17,Roger Williams University,139
A,7,Chase Quinn '17,St. Mary's College of Maryland,145
A,8,Zachary Hill '18,SUNY Maritime College,151
A,9,Charles Lomax '18,U. S. Merchant Marine Academy,164
A,10,Jack Swikart '15,University of Pennsylvania,180
A,11,Harry Koeppel '17,Boston College,186
A,12,Julia Lambert '18,Stanford University,187
A,13,Gary Prieto '18,U. S. Naval Academy,207
A,14,David Larson '16,Massachusetts Institute of Technology,212
A,15,Eric Siegel '16,Washington College,219
A,16,Jason D'Agostino '17,Eckerd College,222
A,17,Christopher Craven '16,University of Virginia,272
A,18,Arthur Henderson '19,BUSA,288
