Division,Placement,Skipper,Team,Total Score
B,1,Alexander Singh '19,University of Virginia,22
B,2,Keen Butcher '18,University of Pennsylvania,44
B,3,Peter McMillan '19,Villanova University,49
B,4,Drew Beckmann '16,U. S. Military Academy,50
B,5,Barrie Joanna '19,Syracuse University,63
B,6,Brendan Brown-McCue '16,SUNY Stony Brook,66
B,7,Adam DeVita '18,Columbia University,69
B,8,Dante Iozzo '16,University of Buffalo,69
B,9,Boyd Borjiet '19,University of Pennsylvania,75
B,10,Andrew O'Brien '19,Stevens Institute of Technology,81
B,11,Raymond Bay '17,Virginia Tech,83
B,12,Haley Clemson '19,Drexel University,99
B,13,Jacob Stoner '19,University of Maryland,112
B,14,Rachel Pinkham '16,William and Mary,112
B,15,Sarah Culp '17,Penn State University,124
B,16,Nathan Thompson '17,University of Maryland/Baltimore County,124
B,17,Conor MacNeill '19,Loyola University Maryland,146
B,18,Brogan Savage '15,Monmouth University,150
