Division,Placement,Skipper,Team,Total Score
B,1,Matthew Kaplan '19,Bowdoin College,23
B,2,Wade Waddell '19,Boston College,30
B,3,Nathaniel Johansson '18,Dartmouth College,32
B,4,A. Tucker Atterbury '16,Roger Williams University,35
B,5,MaryClaire Kiernan '17,Tufts University,55
B,6,Jan Kite-Powell '19,University of Vermont,66
B,7,Solomon Tarlin '17,Boston University,69
B,8,Peter Christensen '18,Northeastern University,73
B,9,Jeffrey Adam '18,Massachusetts Maritime Academy,81
B,10,Daniel Birmingham '17,Cornell University,90
B,11,Liam Ballantyne '19,U. S. Coast Guard Academy,91
B,12,Bayard Lalor '19,Salve Regina University,100
B,13,Ryan Gershuny '18,University of New Hampshire,114
B,14,Amy Macdonald '18,Bates College,119
B,15,Hannah Ker '18,McGill University,121
B,16,Zachary Berzolla '18,Middlebury College,132
