Division,Placement,Skipper,Team,Total Score
B,1,Roger Dorr '18,Georgetown University,37
B,2,Sam White '18,George Washington University,48
B,3,Jack Elkin '19,Old Dominion University,53
B,4,Derek Poon Tip '19,George Washington University,54
B,5,Charles Miller '19,Hobart and William Smith Colleges,61
B,6,Peter McMillan '19,Villanova University,65
B,7,Casey Brown '16,Webb Institute,66
B,8,Vincent Storino '18,U. S. Merchant Marine Academy,79
B,9,Eamonn Austin '19,Fordham University,90
B,10,Harrison Paige '19,Villanova University,99
B,11,Brad Seferian '19,Fordham University,101
B,12,Richard Hall '19,SUNY Maritime College,109
B,13,Brendon Wilkins '18,Old Dominion University,113
B,14,Robert Suriani '16,Cornell University,127
B,15,Haley Clemson '19,Drexel University,138
B,16,Paul Hart '19,Washington College,147
B,17,Nicholas Houchois '19,Columbia University,153
B,18,Peter Sander '17,SUNY Stony Brook,175
B,19,John Porterfield '17,University of Buffalo,189
B,20,Nick Grant '18,U. S. Military Academy,196
