Division,Placement,Skipper,Team,Total Score
A,1,John Reddaway '15,Georgia Institute of Technology,7
A,2,John Roberts '17,Clemson University,10
A,3,Patrick Kopiwoda '15,University of Tennessee,11
A,4,Kara Wheeler '18,North Carolina State University,11
A,5,Alexander Katsis '16,Duke University,12
A,6,Marten Kendrick '15,Georgia Institute of Technology,13
A,7,Jonathan Ashworth '16,Auburn University,20
A,8,Duncan Greeley '16,University of Tennessee,25
A,9,Michael Stolorena '15,University of Georgia,28
A,10,Joshua Johnson-Benmosche '18,University of South Carolina,28
