Division,Placement,Skipper,Team,Total Score
C,1,Michael Gemperline '17,Roger Williams University,45
C,2,Alexander Tong '17,Tufts University,47
C,3,Bennett Capozzi '17,Harvard University,63
C,4,Jacob Martz '17,Boston College,66
C,5,Katharina (KB) Knapp '18,Yale University,74
C,6,William Reid '16,Massachusetts Institute of Technology,83
C,7,Patrick Isherwood '17,University of Rhode Island,91
C,8,Shannon Killian '16,Salve Regina University,92
C,9,Henry O'Brien '15,University of Vermont,99
C,10,Peter Christensen '18,Northeastern University,102
C,11,George Luber '17,Massachusetts Maritime Academy,106
C,12,Judas Taylor '18,University of New Hampshire,148
C,13,Martin Hooker '18,University of Connecticut,168
