Division,Placement,Skipper,Team,Total Score
A,1,James Moody '16,Tufts University,12
A,2,Ravi Parent '18,Boston University,28
A,3,Matt Wordell '15,University of Rhode Island,32
A,4,Timothy Harding '15,Brown University,33
A,5,Charlotte List '18,Connecticut College,36
A,6,William Colomb '18,U. S. Coast Guard Academy,46
A,7,Jonathan Pope '17,Roger Williams University,54
A,8,Stephen Fletcher '17,Northeastern University,57
