Division,Placement,Skipper,Team,Total Score
A,1,Chloe Lepert '15,Massachusetts Institute of Technology,67
A,2,James Kennedy '17,Roger Williams University,79
A,3,Marcos Darcy '16,Boston College,84
A,4,Liz Dubovik '15,Connecticut College,93
A,5,Emilia Clementi '18,Connecticut College,97
A,6,Taylor Ladd '18,Harvard University,104
A,7,MaryClaire Kiernan '17,Tufts University,115
A,8,Solomon Tarlin '17,Boston University,117
A,9,Chester Jacobs '17,Bowdoin College,123
A,10,Charles Welsh '18,Salve Regina University,133
A,11,Sarah De Silva '19,Northeastern University,137
A,12,Rinchen Harrison '15,Maine Maritime Academy,151
A,13,Aaron Klein '18,Tufts University,169
A,14,William Connelly '18,University of Rhode Island,220
A,15,Kelsey Martins '16,University of Massachusetts at Dartmouth,232
A,16,Earl Lin '15,Wesleyan University,247
