Division,Placement,Skipper,Team,Total Score
B,1,Charlotte List '18,Connecticut College,78
B,2,Dana Rohde '18,U. S. Coast Guard Academy,84
B,3,Allyson Donahue '17,Boston College,88
B,4,Amina Brown '17,University of Vermont,96
B,5,Casey Klingler '18,Yale University,101
B,6,Rosalind Lesh '16,Massachusetts Institute of Technology,101
B,7,Johanna Kincaid '15,Brown University,102
B,8,Elise Gehling '17,Northeastern University,116
B,9,Courtney Koos '16,Bowdoin College,118
B,10,Sarah Hermus '18,University of Rhode Island,134
B,11,Sarah Williams '16,Dartmouth College,134
B,12,Sophie Bermudez '16,Harvard University,145
B,13,Kate Levinson '15,Tufts University,163
B,14,Janel DeCurtis '18,Roger Williams University,169
B,15,Lindsey Kennett '15,Boston University,185
B,16,Jade Forsberg '17,Middlebury College,227
