Division,Placement,Skipper,Team,Total Score
A,1,Griffin Orr '15,University of Buffalo,12
A,2,Anders Hudson '17,Christopher Newport University,32
A,3,Domenic Re '15,Villanova University,35
A,4,Joseph Egan '18,University of Pennsylvania,43
A,5,Adam DeVita '18,Columbia University,43
A,6,Andrew Bobbitt '18,University of Maryland,48
A,7,Mitchell Nunn '18,Ocean County College,55
A,8,Kevin McCandless '15,Syracuse University,68
A,9,Evan Shone '17,University of Delaware,72
