Division,Placement,Skipper,Team,Total Score
B,1,Colton Radenbaugh '15,Michigan State University,39
B,2,Corinne Sackett '15,Ohio State University,51
B,3,James Elder '15,Georgia Institute of Technology,53
B,4,Shea Dettling '18,Denison University,75
B,5,Courtney Castelic '15,Michigan Technological University,83
B,6,Austin Lee '17,Western Michigan University,91
B,7,Peter Smith '16,University of Buffalo,97
B,8,none,Michigan Technological University,109
B,9,Jose Avila '15,Miami University,112
B,10,Brittany Mosgo '17,Ohio State University,121
B,11,Patrick Wolff '15,Ohio University,126
B,12,Margaret Hill '17,University of Toledo,139
