Division,Placement,Skipper,Team,Total Score
B,1,Giacomo Paoletti '15,University of Hawaii,21
B,2,Corey Lynch '17,California Maritime Academy,23
B,3,Peter Wong '18,University of Southern California,40
B,4,Tyler Webb '15,California State University Long Beach,48
B,5,Will La Dow '18,Stanford University,54
B,6,Samuel Heller '15,University of California at Irvine,54
B,7,Cobi Allen '16,University of California at Santa Barbara,56
B,8,Francesca Cappellini '16,Santa Clara University,57
B,9,Cody Odou '17,Oregon State University,70
B,10,William Emberley '16,University of California at Davis,77
B,11,Grace Carrick '18,Cal Poly University S.L.O.,79
B,12,Olivia Gebelein '15,University of Southern California,88
B,13,Olivia Godfrey '17,University of California at Santa Barbara,94
B,14,Ryan Fritsen '14,University of Oregon,94
B,15,Saul Rosen '15,University of California at Berkeley,101
B,16,Jeffrey Tedmori '15,California State University Channel Islands,112
B,17,Ian Spilman '15,University of California at Santa Cruz,114
B,18,William Cragin '15,University of Texas,119
B,19,Peter Schmidt '18,California State University Monterey Bay,131
B,20,Kate Flanagan '17,University of Washington,136
B,21,Benjamin Kaas '17,Western Washington University,147
B,22,Brett Farrell '17,University of California at San Diego,147
B,23,Elsa Balton '17,Western Washington University,159
B,24,Alexa Swartz '17,University of Oregon,165
B,25,Max Nutkiewicz '15,University of California at Los Angeles,167
B,26,Levi Matsushima '17,California State University Monterey Bay,170
B,27,Janice Wondolleck '15,University of California at Berkeley,196
