Division,Placement,Skipper,Team,Total Score
A,1,Mason Wolters '18,University of Michigan,10
A,2,Emily Oltrogge '15,University of Minnesota,29
A,3,Robert Johnston '15,Northwestern University,37
A,4,Najwa Jumali '16,Indiana University,42
A,5,Theodore Cohen '16,Washington University,42
A,6,Isak Peterson '15,University of Wisconsin Milwaukee,51
A,7,Patrick Power '15,University of Notre Dame,66
A,8,Wyatt Richard '17,Great Lakes Maritime Academy,70
A,9,Libby Reeg '17,Hope College,73
A,10,Melinda Lee '16,University of Illinois,83
A,11,Olivia Zwierski-Moran '16,University of Illinois - Chicago,86
A,12,Greg Jenson '16,University of Iowa,89
A,13,Connor Lynch '16,University of Chicago,99
