Division,Placement,Skipper,Team,Total Score
A,1,Jack Swikart '15,University of Pennsylvania,36
A,2,Charles Lomax '18,U. S. Merchant Marine Academy,49
A,3,Catherine Shanahan '15,St. Mary's College of Maryland,57
A,4,Christopher Craven '16,University of Virginia,72
A,5,Carolyn Smith '17,St. Mary's College of Maryland,75
A,6,Ethan Lounsbury '17,Old Dominion University,87
A,7,Peter Maes '18,SUNY Maritime College,89
A,8,Xander Van Beurden '18,Christopher Newport University,91
A,9,Andrew Baird '18,Old Dominion University,113
A,10,Paolo Bertolotti '16,Columbia University,116
A,11,Rodman Brown '16,University of Virginia,119
A,12,Amanda Attardi '17,Christopher Newport University,131
A,13,Patrick Mazzeo '18,William and Mary,136
A,14,Julian Fraize '18,Stevens Institute of Technology,150
A,15,Constantine Spentzos '17,SUNY Stony Brook,164
A,16,Robert Whitaker '18,Princeton University,166
A,17,Michael Danko '17,U. S. Military Academy,178
A,18,Frederick Piasecki '18,Drexel University,211
