Division,Placement,Skipper,Team,Total Score
B,1,Eliza Pearce '15,University of Oregon,10
B,2,Elsa Balton '17,Western Washington University,16
B,3,Ser Gin Ong '15,University of British Columbia,18
B,4,Jacqui Martindale '17,University of Victoria,28
