Division,Placement,Skipper,Team,Total Score
B,1,Masie Comen '15,University of Texas,4
B,2,Alex Kraemer '16,Texas A&M University at Galveston,12
B,3,Austen Parish '17,Texas A&M University at Galveston,15
B,4,Chloe Childs '18,Texas A&M University at Corpus Christi,23
B,5,Austin Hummel '16,Loyola University of New Orleans,25
B,6,Zachariah Duck '15,Oklahoma State University,26
B,7,Simon Varga '17,University of Texas,28
B,8,Aaron Comen '18,University of Texas,29
B,9,Alex Assyia '16,University of Kansas,33
B,10,Sophia Delagdo '18 *,Southern Methodist University,34
B,11,Stuart Cranner '15 *,Loyola University of New Orleans,41
B,12,Jordan Johnson '17,University of Central Oklahoma,42
