Division,Placement,Skipper,Team,Total Score
B,1,Alex Woloshyn '17,Cornell University,7
B,2,Skylar Munger '17,Rochester Institute of Technology,19
B,3,Cody Stansky '16,Webb Institute,22
B,4,Vidar Minkovsky '18,SUNY Stony Brook,25
B,5,Matthew Schmitt '17,U. S. Military Academy,26
B,6,Rory Mess '16,University of Buffalo,26
B,7,Clifton Kartner '15,Queen's University,38
B,8,Peter Teague '18,Stevens Institute of Technology,44
B,9,Adam DeVita '18,Columbia University,47
B,10,Lindsay Burroughs '17,Colgate University,49
B,11,Andrew Grasso '15,Princeton University,49
B,12,Ted III '16,Ocean County College,58
B,13,Sarah Culp '17,Penn State University,60
B,14,Elliot Greenwald '16,Syracuse University,66
B,15,Taylor Niles '17,Rutgers University,68
B,16,James Emery '18,University of Rochester,80
B,17,Amanda Nuse '17,Monmouth University,81
B,18,No show,University of Toronto,95
