Division,Placement,Skipper,Team,Total Score
B,1,Samuel Normington '18,Eckerd College,18
B,2,Hana Zwick '18,Eckerd College,28
B,3,Peter Hidley '17,Jacksonville University,29
B,4,Samuel Armington '18,University of Florida,29
B,5,Margaret Swerdloff '17,New College of Florida,38
B,6,Natalie Butler '18,Jacksonville University,47
B,7,Michael Sanandajian '18,University of South Florida,48
B,8,John Easum '15,Embry-Riddle University,63
B,9,Geoffrey Calderone '18,University of Miami,70
B,10,Rafael Melendez '17,Florida State University,81
B,11,Chance Sweat '16,Rollins College,82
B,12,Katie Dodge '18,University of Florida,89
