Division,Placement,Skipper,Team,Total Score
B,1,Michael Croteau '15,Bowdoin College,68
B,2,Andrew Mollerus '16,Harvard University,76
B,3,Nikole Barnes '17,U. S. Coast Guard Academy,91
B,4,Pearson Potts '16,Brown University,94
B,5,Ian Barrows '17,Yale University,94
B,6,Erika Reineke '17,Boston College,122
B,7,Dan Nickerson '15,Tufts University,131
B,8,David Larson '16,Massachusetts Institute of Technology,140
B,9,Kaitlin Cornwall '16,University of Rhode Island,141
B,10,Connor Corgard '16,Roger Williams University,147
B,11,Nate Jermain '15,University of Vermont,148
B,12,Brendan Cook '16,Boston University,150
B,13,Scott Houck '15,Dartmouth College,151
B,14,Hugh MacGillivray '18,Connecticut College,164
B,15,Jackson Hamilton '19,Northeastern University,169
B,16,Sean Beaulieu '18,Salve Regina University,212
B,17,Ben Brown '18,Middlebury College,216
B,18,Thomas Pluchino '18,Johnson and Wales University,252
