Division,Placement,Skipper,Team,Total Score
A,1,Kieran Chung '15,Stanford University,23
A,2,Axel Sly '16,Stanford University,39
A,3,Stephen Long '17,University of California at Santa Barbara,55
A,4,Gregory Dair '15,California State University Channel Islands,61
A,5,Scott Buckstaff '17,Stanford University,73
A,6,Sterling Henken '18,University of California at Santa Barbara,85
A,7,John Coakley '16,University of Southern California,88
A,8,Matthew Hecht '16,University of Southern California,94
A,9,Daniel Ron '17,Stanford University,101
A,10,Cobi Allen '16,University of California at Santa Barbara,104
A,11,Neil Stapleton '18,University of California at Santa Barbara,114
A,12,Peter Wong '18,University of Southern California,127
A,13,Antonio Rojas Mayol '16,University of California at Davis,140
A,14,Brian MacLean '18,University of California at Irvine,143
A,15,Nicolas Delfino '16,University of California at San Diego,148
A,16,Ian Spilman '15,University of California at Santa Cruz,154
A,17,Ian Stokes '16,University of California at Santa Barbara,173
A,18,Ian Markowitz '17,University of California at Berkeley,178
