Division,Placement,Skipper,Team,Total Score
A,1,John Reddaway '15,Georgia Institute of Technology,41
A,2,Stuart Fisher '16,Miami University,48
A,3,Matthew Declercq '17,Michigan State University,50
A,4,Luke Gossman '16,University of Toledo,84
A,5,Joel Florek '15,Michigan Technological University,94
A,6,Margot Sherman Jollis '18,Denison University,94
A,7,Blake Utz '16,Western Michigan University,98
A,8,William Lewis '17,Ohio State University,107
A,9,David Aspery '16,Ohio State University,113
A,10,none,Michigan Technological University,118
A,11,James Mullane '15,University of Buffalo,123
A,12,Bryce Cartwright '18,Ohio University,128
