Division,Placement,Skipper,Team,Total Score
B,1,Katia DaSilva '15,Georgetown University,30
B,2,Carolyn Smith '17,St. Mary's College of Maryland,47
B,3,Miranda Bakos '18,George Washington University,58
B,4,Sarah Streater '18,Old Dominion University,69
B,5,Christine Moloney '17,Hobart and William Smith Colleges,70
B,6,Hannah Hughes '17,U. S. Naval Academy,75
B,7,Cristina Ortiz Vivas '18,Hampton University,78
B,8,Hannah Schmidt '17,Washington College,89
B,9,Quinn Howes '16,Cornell University,94
B,10,Johanna Monro '16,Fordham University,99
B,11,Hannah Cantolino '18,Christopher Newport University,113
B,12,Casey Firth '15,University of Virginia,141
B,13,Elizabeth Siegal '16,Columbia University,154
B,14,none,Queen's University,160
B,15,Cary Kane '17,University of Pennsylvania,165
B,16,Jessica Kurlander '18,SUNY Stony Brook,192
