Division,Placement,Skipper,Team,Total Score
A,1,Maeve White '17,Stanford University,18
A,2,Olivia Godfrey '17,University of California at Santa Barbara,38
A,3,Francesca Dana '18,Santa Clara University,53
A,4,Kyra Oakes '18,University of California at Berkeley,56
A,5,Kendall Sanson '15,University of Southern California,66
A,6,Louise Currie '18,University of Hawaii,71
A,7,Grace Carrick '18,Cal Poly University S.L.O.,71
A,8,No show,University of California at Santa Cruz,84
A,9,Olivia Gibbons '17,California State University Monterey Bay,88
A,10,Sarah Macpherson '18,University of California at Los Angeles,120
A,11,Ellen Suder '16,University of California at Irvine,136
A,12,Amy Woo '16,Westmont College,137
