Division,Placement,Skipper,Team,Total Score
B,1,Pearson Potts '16,Brown University,119
B,2,Ian Barrows '17,Yale University,122
B,3,Nick Johnstone '15,College of Charleston,123
B,4,Nate Jermain '15,University of Vermont,124
B,5,Dan Nickerson '15,Tufts University,127
B,6,Nikole Barnes '17,U. S. Coast Guard Academy,131
B,7,William Bailey '15,Boston College,134
B,8,Connor Godfrey '16,Fordham University,135
B,9,Marek Zaleski '16,Harvard University,145
B,10,Greiner Hobbs '18,Hobart and William Smith Colleges,153
B,11,Zachary Hill '18,SUNY Maritime College,157
B,12,David Larson '16,Massachusetts Institute of Technology,161
B,13,Reinier Eenkema Van Dijk '17,Stanford University,162
B,14,Benjamin Mohney '15,University of South Florida,169
B,15,Chase Quinn '17,St. Mary's College of Maryland,179
B,16,Hugh MacGillivray '18,Connecticut College,186
B,17,Daniel LOCHNER '15,Old Dominion University,188
B,18,Henry Vogel '15,Roger Williams University,190
B,19,Robert Floyd '17,Dartmouth College,200
B,20,Soren Walljasper '17,University of Wisconsin,246
