Division,Placement,Skipper,Team,Total Score
A,1,Will Holz '17,Fordham University,19
A,2,Addison Hackstaff '18,U. S. Naval Academy,27
A,3,Markus Edegran '16,St. Mary's College of Maryland,27
A,4,Elliott Morrill '15,Hobart and William Smith Colleges,29
A,5,Hunter Johnstone '16,Dartmouth College,38
A,6,Jack Swikart '15,University of Pennsylvania,42
A,7,Peter Maes '18,SUNY Maritime College,44
A,8,Thomas Balk '18,Cornell University,49
A,9,Daniel DelBello '17,George Washington University,52
A,10,William Crary '17,University of Vermont,52
A,11,Max Neubelt '17,U. S. Merchant Marine Academy,53
A,12,Eric Anderson '16,Yale University,59
A,13,Adam DeVita '18,Columbia University,69
A,14,Matthew McDermaid '17,Washington College,76
A,15,Brent Bomkamp '15,Williams College,87
A,16,Andrew Lithen '18,SUNY Stony Brook,100
A,17,Brian Reilly '16,Sacred Heart University,100
A,18,Mateus Guimaraes '15,Fairfield University,110
