Division,Placement,Skipper,Team,Total Score
A,1,Griffin Orr '15,University of Buffalo,26
A,2,Charles Lomax '18,U. S. Merchant Marine Academy,34
A,3,Christopher Craven '16,University of Virginia,35
A,4,Daniel LOCHNER '15,Old Dominion University,39
A,5,Austin Powers '17,Christopher Newport University,55
A,6,Nicholas Price '16,Virginia Tech,66
A,7,Robert Whitaker '18,Princeton University,83
A,8,Casey Brown '16,Webb Institute,88
A,9,Nicholas Pardini '16,Syracuse University,90
A,10,Mary Margaret Meehan '15,Columbia University,95
A,11,Zachary Thomas '18,University of Maryland,101
A,12,John Shanahan '16,Penn State University,105
A,13,Matthew Sherar '17,Queen's University,107
A,14,Ian Berke '16,University of Delaware,128
A,15,Aidan Racaniello '17,Stevens Institute of Technology,150
