Division,Placement,Skipper,Team,Total Score
B,1,Bradley Adam '17,St. Mary's College of Maryland,16
B,2,Gary Prieto '18,U. S. Naval Academy,16
B,3,Charles Lomax '18,U. S. Merchant Marine Academy,29
B,4,Connor Swikart '18,Hobart and William Smith Colleges,30
B,5,Drew Gallagher '18,University of Pennsylvania,33
B,6,Katharina (KB) Knapp '18,Yale University,36
B,7,Anders Ekholm '17,Fordham University,39
B,8,Nathaniel Johansson '18,Dartmouth College,43
B,9,Colin Kennedy '17,George Washington University,53
B,10,James Keegan '16,SUNY Maritime College,57
B,11,Mike Kanare '16,University of Vermont,57
B,12,Colin Keil '15,Cornell University,62
B,13,Elizabeth Siegal '16,Columbia University,72
B,14,Alexander Smith '17,Washington College,76
B,15,Brendan Brown-McCue '16,SUNY Stony Brook,91
B,16,William Herlihy '15,Sacred Heart University,95
B,17,Katherine Fox '16,Fairfield University,108
B,18,Maeve Serino '17,Williams College,114
