Division,Placement,Skipper,Team,Total Score
A,1,James Beatty '17,Tufts University,16
A,2,Hannah Lynn '17,Boston College,27
A,3,Joseph Benoit '16,Boston University,28
A,4,Kyle Joba-Woodruff '17,Massachusetts Institute of Technology,30
A,5,Chester Jacobs '17,Bowdoin College,31
A,6,Luke Orchardo '16,Northeastern University,35
A,7,Adam Brodheim '16,Harvard University,36
A,8,Alexandra Swanson '16,Brown University,42
A,9,John Zupkud '16,Colleges of the Fenway,49
A,10,Francis Guiton '16,McGill University,49
A,11,No show,University of Southern Maine,65
A,12,Jennifer Lee '17,University of Connecticut,65
A,13,Lauren Javaly '15,Wesleyan University,75
A,14,No show,Bentley University,90
