Division,Placement,Skipper,Team,Total Score
B,1,Andrew Baird '18,Old Dominion University,24
B,2,Max Neubelt '17,U. S. Merchant Marine Academy,33
B,3,Samuel Patterson '16,University of Virginia,39
B,4,Taylor Reiss '18,Webb Institute,44
B,5,Xander Van Beurden '18,Christopher Newport University,57
B,6,Andrew Bobbitt '18,University of Maryland,62
B,7,Brendan Aulthouse '16,Queen's University,64
B,8,Rory Mess '16,University of Buffalo,66
B,9,McKay Hanna '17,Virginia Tech,83
B,10,Paolo Bertolotti '16,Columbia University,85
B,11,Elliot Greenwald '16,Syracuse University,115
B,12,Lucy Hayes '16,Princeton University,115
B,13,Calyn O'Connell '17,University of Delaware,129
B,14,Jessie Miller '17,Penn State University,141
B,15,Chris Oczeretko '15,Stevens Institute of Technology,144
