Division,Placement,Skipper,Team,Total Score
B,1,Mary Kate Mezzetti '16,Georgetown University,21
B,2,Cristina Ortiz Vivas '18,Hampton University,42
B,3,Riley Engelberger '18,George Washington University,45
B,4,Colin Keil '15,Cornell University,45
B,5,Matthew Ricci '15,George Washington University,50
B,6,James Morgan '18,U. S. Naval Academy,53
B,7,Kyle Magno '18,American University,73
B,8,Elizabeth Foulston '17,Fordham University,74
B,9,Patrick Firth '17,William and Mary,92
B,10,Benjamin Hayes '16,Virginia Tech,108
B,11,Thomas Zanowic '15,Loyola University Maryland,145
B,12,No show,Catholic University of America,154
B,13,No show,University of Pittsburgh,154
