Division,Placement,Skipper,Team,Total Score
A,1,Samuel Cushing '15,University of Rhode Island,29
A,2,Kendal Richardson '17,Roger Williams University,41
A,3,Franco Bilik '18,Brown University,60
A,4,Margaret Kilvert '18,Dartmouth College,62
A,5,Peter Sterflinger '17,Johnson and Wales University,71
A,6,James Moody '16,Tufts University,75
A,7,Alexandra Swanson '16,Brown University,76
A,8,Eric Anderson '16,Yale University,81
A,9,Lewis Fowler-Gerace '15,Wesleyan University,98
A,10,Peter Christensen '18,Northeastern University,108
A,11,Mike Kanare '16,University of Vermont,112
A,12,Connor Bair-Cucchiaro '15,Bates College,125
A,13,Noah Brayer '18,Amherst College,130
A,14,Pierce Conlin '15,Salve Regina University,131
A,15,Shane Baker '17,University of Connecticut,158
A,16,Judas Taylor '18,University of New Hampshire,164
A,17,Brian Reilly '16,Sacred Heart University,170
A,18,Ryan Carlucci '18,Fairfield University,182
