Division,Placement,Skipper,Team,Total Score
C,1,Allyson Donahue '17,Boston College,69
C,2,Matthew Coughlin '16,University of Rhode Island,77
C,3,Emily Petno '16,Dartmouth College,85
C,4,Casey Klingler '18,Yale University,93
C,5,Ravi Parent '18,Boston University,96
C,6,Matthew Lyons '17,Bowdoin College,100
C,7,Bradley Brown '15,U. S. Coast Guard Academy,105
C,8,Dirk Johnson '18,Roger Williams University,108
C,9,MaryClaire Kiernan '17,Tufts University,113
C,10,Steven Pelissier '14,University of Vermont,117
C,11,Matteo Alampi '17,Northeastern University,119
C,12,H̩l̬ne Osterman '17,McGill University,166
C,13,Jeffrey Adam '18,Massachusetts Maritime Academy,173
C,14,Matthew Miranda '17,Salve Regina University,178
C,15,Ryan Gershuny '18,University of New Hampshire,202
