Division,Placement,Skipper,Team,Total Score
A,1,Isabella Hamilton '17,University of Minnesota,13
A,2,James Sitter '17,University of Wisconsin,18
A,3,Nathan Jamieson '17,University of Wisconsin,28
A,4,Isak Peterson '15,University of Wisconsin Milwaukee,34
A,5,Ryan Clulo '18,Marquette University,36
A,6,Brenden Jacobs '16,University of Illinois - Chicago,41
A,7,David Mirkhaef '15,Purdue University,50
A,8,No show,Northern Michigan University,51
A,9,Christopher Ponsonby '17,University of Wisconsin Milwaukee,54
A,10,Joel Florek '15,Michigan Technological University,64
A,11,Carl Byers '14,Lawrence University,72
