Division,Placement,Skipper,Team,Total Score
B,1,Kelly McGlynn '15,Brown University,10
B,2,Laura Dunphy '15,Massachusetts Institute of Technology,14
B,3,Lizzy Hamilton '15,Bowdoin College,14
B,4,Sophie Bermudez '16,Harvard University,16
B,5,Katharina (KB) Knapp '18,Yale University,19
B,6,Lindsey Kennett '15,Boston University,19
B,7,MaryClaire Kiernan '17,Tufts University,21
B,8,Janel DeCurtis '18,Roger Williams University,22
B,9,Amina Brown '17,University of Vermont,25
B,10,Dana Rohde '18,U. S. Coast Guard Academy,28
B,11,Genevieve Marquardt '15,Salve Regina University,28
B,12,Sarah Hermus '18,University of Rhode Island,29
B,13,Victoria McGruer '17,Northeastern University,32
B,14,Alexandra Maurillo '18,Connecticut College,38
