Division,Placement,Skipper,Team,Total Score
A,1,Connor Juckniess '18,Cornell University,16
A,2,Sara Klik '17,Colgate University,28
A,3,Dante Iozzo '16,University of Buffalo,29
A,4,Nicole Edwards '18,Columbia University,38
A,5,Claire Michaud '18,Syracuse University,43
A,6,Margot Harvath '18,Penn State University,71
A,7,none,Hamilton College,96
A,8,none,Skidmore College,110
