Division,Placement,Skipper,Team,Total Score
B,1,Eric Siegel '16,Washington College,10
B,2,Gary Prieto '18,U. S. Naval Academy,17
B,3,David Alldian '17,Villanova University,24
B,4,Greer Wattson '17,St. Mary's College of Maryland,26
B,5,Caroline Garth '17,University of Pennsylvania,30
B,6,Thomas Slook '18,Stevens Institute of Technology,40
B,7,Mitchell Nunn '18,Ocean County College,44
B,8,Evan Shone '17,University of Delaware,46
B,9,Lucy Hayes '16,Princeton University,57
B,10,Amanda Nuse '17,Monmouth University,57
B,11,Joseph Collins '18,University of Maryland/Baltimore County,66
B,12,Robert Stricek '15,Drexel University,67
B,13,Audrey Meehan '18,Rutgers University,69
B,14,Sarah Culp '17,Penn State University,77
