Division,Placement,Skipper,Team,Total Score
A,1,Sophia Schultz '17,New College of Florida,16
A,2,Bradford Cederberg '15,Eckerd College,17
A,3,Joseph Bello '18,University of South Florida,18
A,4,Giancarlo Falconi '16,University of Miami,20
A,5,Allison Price '16,Jacksonville University,25
A,6,Thomas Monson '14,University of Florida,30
