Division,Placement,Skipper,Team,Total Score
B,1,Thomas Galster '15,St. Mary's College of Maryland,31
B,2,Amanda Stapp '18,Fordham University,36
B,3,James Morgan '18,U. S. Naval Academy,39
B,4,Emily Bicks '16,Colgate University,67
B,5,Vidar Minkovsky '18,SUNY Stony Brook,88
B,6,Anders Hudson '17,Christopher Newport University,89
B,7,Hannah Schmidt '17,Washington College,90
B,8,Jakub Tyczynski '15,Drexel University,94
B,9,Thomas Burke '15,Ocean County College,105
B,10,Patrick Mazzeo '18,William and Mary,105
B,11,Joseph Egan '18,University of Pennsylvania,116
B,12,Thomas Slook '18,Stevens Institute of Technology,120
B,13,Bennett Brainard '17,Princeton University,154
B,14,Francis George '15,SUNY Stony Brook,170
B,15,Connor Engstrom '16,Bucknell University,181
B,16,Max Reo '16,Rutgers University,182
B,17,Haley Collins '18,Columbia University,192
B,18,Charles Jr. Blair '17,Penn State University,213
